ANNO;MES;TRIMESTRE;ID_EMPRESA;EMPRESA;PNM_RECEPTOR_NETO
2013;4;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;5;2;800153993;COMUNICACION CELULAR S A COMCEL S A;336368
2013;5;2;830016046;AVANTEL S A S;-257
2013;5;2;830114921;COLOMBIA MÓVIL S.A ESP;121217
2013;5;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-478920
2013;5;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;711
2013;5;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-84
2013;5;2;900367669;UFF MOVIL SAS;11275
2013;5;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;192
2013;5;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;9498
2013;5;2;900530819;VILACOM MOBILE SAS;0
2013;5;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;5;2;900848456;EZTALK MOBILE S.A.S.;0
2013;5;2;900973532;SUMA MOVIL S.A.S;0
2013;5;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;5;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;6;2;800153993;COMUNICACION CELULAR S A COMCEL S A;348693
2013;6;2;830016046;AVANTEL S A S;-241
2013;6;2;830114921;COLOMBIA MÓVIL S.A ESP;129050
2013;6;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-506582
2013;6;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;700
2013;6;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-106
2013;6;2;900367669;UFF MOVIL SAS;11937
2013;6;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;583
2013;6;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;15966
2013;6;2;900530819;VILACOM MOBILE SAS;0
2013;6;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;6;2;900848456;EZTALK MOBILE S.A.S.;0
2013;6;2;900973532;SUMA MOVIL S.A.S;0
2013;6;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;6;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;7;3;800153993;COMUNICACION CELULAR S A COMCEL S A;360880
2013;7;3;830016046;AVANTEL S A S;-237
2013;7;3;830114921;COLOMBIA MÓVIL S.A ESP;141436
2013;7;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-538658
2013;7;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;686
2013;7;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-155
2013;7;3;900367669;UFF MOVIL SAS;12630
2013;7;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;745
2013;7;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;22673
2013;7;3;900530819;VILACOM MOBILE SAS;0
2013;7;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;7;3;900848456;EZTALK MOBILE S.A.S.;0
2013;7;3;900973532;SUMA MOVIL S.A.S;0
2013;7;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;7;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;8;3;800153993;COMUNICACION CELULAR S A COMCEL S A;375055
2013;8;3;830016046;AVANTEL S A S;-232
2013;8;3;830114921;COLOMBIA MÓVIL S.A ESP;153945
2013;8;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-574506
2013;8;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;662
2013;8;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-180
2013;8;3;900367669;UFF MOVIL SAS;13433
2013;8;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;954
2013;8;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;30869
2013;8;3;900530819;VILACOM MOBILE SAS;0
2013;8;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;8;3;900848456;EZTALK MOBILE S.A.S.;0
2013;8;3;900973532;SUMA MOVIL S.A.S;0
2013;8;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;8;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;9;3;800153993;COMUNICACION CELULAR S A COMCEL S A;383807
2013;9;3;830016046;AVANTEL S A S;-239
2013;9;3;830114921;COLOMBIA MÓVIL S.A ESP;168369
2013;9;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-608045
2013;9;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;656
2013;9;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-207
2013;9;3;900367669;UFF MOVIL SAS;13932
2013;9;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1347
2013;9;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;40380
2013;9;3;900530819;VILACOM MOBILE SAS;0
2013;9;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;9;3;900848456;EZTALK MOBILE S.A.S.;0
2013;9;3;900973532;SUMA MOVIL S.A.S;0
2013;9;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;9;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;10;4;800153993;COMUNICACION CELULAR S A COMCEL S A;374727
2013;10;4;830016046;AVANTEL S A S;-327
2013;10;4;830114921;COLOMBIA MÓVIL S.A ESP;185370
2013;10;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-629838
2013;10;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;642
2013;10;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-203
2013;10;4;900367669;UFF MOVIL SAS;15055
2013;10;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;2342
2013;10;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;52232
2013;10;4;900530819;VILACOM MOBILE SAS;0
2013;10;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;10;4;900848456;EZTALK MOBILE S.A.S.;0
2013;10;4;900973532;SUMA MOVIL S.A.S;0
2013;10;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;10;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;11;4;800153993;COMUNICACION CELULAR S A COMCEL S A;377028
2013;11;4;830016046;AVANTEL S A S;-329
